,GND,GND_name,GND_gender,GND_birth,GND_death,GND_occupation,GND_country
198,100819443,"Meyer, Friedrich Ludwig Wilhelm",Männlich,1759-01-28,1840-09-01,Schriftsteller + Publizist + Dramatiker + Bibliothekar + Übersetzer + Jurist + Gutsherr + Dramatiker + Redakteur,Deutschland
199,100819672,"Fürer von Haimendorf, Christoph",Männlich,1663-06-11,1732-05-03,Schriftsteller + Übersetzer + Ratsherr,Deutschland
200,100819753,"Drollinger, Carl Friedrich",Männlich,1688-12-26,1742-06-01,Schriftsteller + Lyriker + Hofrat + Archivar,Deutschland + Schweiz
201,100820042,"Hudemann, Ludwig F.",Männlich,1703-09-03,1770-02-16,Schriftsteller + Übersetzer + Jurist + Schriftsteller,Deutschland
202,100820557,"Bornemann, Johann Wilhelm Jacob",Männlich,1767-02-02,1851-05-24,Schriftsteller + Sänger,Deutschland
203,100821006,"Schönemann, Daniel",Männlich,1695-02-16,1737,Pfarrer + Prediger + Schriftsteller + Kirchenlieddichter,Deutschland
204,100823548,"Raupach, Ernst Benjamin Salomo",Männlich,1784-05-21,1852-03-18,Schriftsteller + Literaturwissenschaftler + Dramatiker + Librettist + Historiker + Hochschullehrer + Dramatiker,Deutschland + Russland
205,10082451X,"Klaproth, Heinrich Julius",Männlich,1783-10-11,1835-08-28,Orientalist + Forschungsreisender + Sinologe,Frankreich + Deutschland + Russland
206,100830145,"Bernardus, Trevisanus",Unbekannt,1406,1490,Alchemist,Italien
207,100839061,"Lambeck, Peter",Männlich,1628-04-13,1680-04-04,Historiker + Bibliothekar + Bibliotheksleiter + Polyhistor + Jurist + Selbstverleger,Deutschland + Österreich
208,100844901,"Holbein, Franz Ignaz von",Männlich,1779-08-27,1854-09-06,Theaterdirektor + Schauspieler + Sänger + Schriftsteller + Dramatiker,Österreich + Deutschland
209,100846459,"Martini, Christian L.",Männlich,1727,1801-11-23,Schauspieler + Dramatiker + Schauspieler + Dramatiker,Deutschland
210,100851266,"Heberer, Michael",Männlich,1560,1623,Reiseschriftsteller + Schriftsteller,Deutschland
211,100865208,"Volckamer, Johann Georg",Männlich,1616-06-09,1693-05-17,Arzt + Anatom + Botaniker + Naturwissenschaftler + Schriftsteller,Deutschland
212,10086645X,"Roh, Jan",Unbekannt,1490,1547,Schriftsteller + Kirchenlieddichter,Deutschland
213,100937004,"Augustin, von Hammerstetten",Unbekannt,,,,Deutschland
214,100937985,"Berthold, von Moosburg",Männlich,1318,1361-04-20,Philosoph + Theologe,Deutschland
215,100939414,"Konrad, Gaming, Prior",Männlich,,1360-08-17,Schriftsteller + Prior + Mönch,Österreich
216,100940285,"Eberhard, von Gandersheim",Unbekannt,,1216,,Deutschland
217,100940293,"Eberhardus, Bremensis",Unbekannt,,,Theologe + Lyriker,Deutschland
218,10094034X,"Ebner, Christine",Weiblich,1277,1356,Nonne + Mystikerin,Deutschland
219,100940382,"Eccardus I., Sangallensis",Unbekannt,,,Schriftsteller + Mönch,Schweiz
220,100945236,"Hans, der Bruder",Unbekannt,,,,Deutschland
221,100945546,"Helmoldus, Bosoviensis",Unbekannt,1120,1177,Chronist + Pfarrer + Missionar + Chorherren,Deutschland
222,100946135,"Herrand, von Wildonie",Männlich,,,Schriftsteller,Österreich
223,100949401,"Johannes, de Tambaco",Unbekannt,1288,1372,,Frankreich
224,100949746,"Johannes, von Hildesheim",Männlich,1315,1375,Theologe + Schriftsteller + Prior,Deutschland
225,100950744,"Iordanus, de Quedlinburgo",Männlich,1300,1380,Katholischer Theologe + Schriftsteller + Prediger,Deutschland
226,10095135X,"Lampert, Hasungen, Abt",Männlich,1025,1081,Geschichtsschreiber + Abt,Deutschland
227,100954200,"Nachtigall, Konrad",Unbekannt,1410,1485,Meistersinger + Bäcker,Deutschland
228,100955525,"Nithardus, Sancti Richardi",Männlich,,0844,Geschichtsschreiber,Frankreich
229,100955584,"Noltz, Reinhart",Unbekannt,,1518,,Deutschland
230,100956688,Ezzo,Unbekannt,,1100-11-15,Kanoniker,Deutschland
231,100957420,"Perger, Bernhard",Unbekannt,[144X],1502,Gelehrter + Humanist + Hochschullehrer,Österreich
232,100958079,"Petrus, Nigri",Männlich,1435,1483,Mönch + Hebraist,Ungarn + Deutschland
233,100963447,"Tünger, Augustin",Männlich,1455,1486,Schriftsteller,Deutschland
234,100963471,"Tutilo, Sangallensis",Unbekannt,0850,0913,Mönch + Architekt + Kunsthandwerker + Komponist + Schriftsteller,Schweiz
235,100963579,"Ulrich, von Sachsendorf",Männlich,,,Minnesänger,Österreich
236,100963897,"Virdung, Johann",Männlich,1463,1538,Astronom + Astrologe + Apotheker + Arzt,Deutschland
237,100964060,"Werner, vom Niederrhein",Unbekannt,,,Lyriker + Prediger,Deutschland
238,100964109,"Werner, der Schweizer",Unbekannt,,,,Schweiz
239,100964206,"Windeck, Eberhard",Männlich,1380,1440,Kaufmann + Chronist + Politiker,Deutschland
240,100964648,"Meinloh, von Sevelingen",Männlich,,,Minnesänger + Lyriker,Deutschland
241,100964761,"Peter, von Reichenbach",Unbekannt,,,,
242,100965229,"Sibote, von Erfurt",Unbekannt,,,,
243,100968570,"Ulrich, von Richental",Männlich,1365,1436,Geschichtsschreiber,Deutschland
244,10096883X,"Walter, von Klingen",Männlich,1240,1286-03-01,Minnesänger,Schweiz
245,100968848,"Ulrich, von Gutenburg",Unbekannt,,1220,Minnesänger,Deutschland
246,100970001,"Elhen von Wolfhagen, Tilemann",Männlich,1347,1420,Chronist + Notar,Deutschland
247,10097001X,Ellenhardus,Unbekannt,,1304,,
248,100970915,Meißner,Unbekannt,,,,
249,100972365,"Denaisius, Petrus",Unbekannt,1560,1610,Schriftsteller,Deutschland
250,100974325,"Lubin, Eilhard",Männlich,1565-03-24,1621-06-02,Theologe + Philosoph + Kartograf,Deutschland
251,100975127,"Stählin, Jacob von",Männlich,1709-05-10,1785-06-26,Schriftsteller + Gelehrter + Erzieher + Bibliothekar + Staatsrat + Regisseur + Dramatiker,Russland + Deutschland
252,101001037,"Hartmann, Gottlob David",Männlich,1752-09-20,1775-11-05,Schriftsteller + Lehrer + Theologe,Lettland + Deutschland
253,10100706X,"Crotus, Rubianus",Männlich,1480,1545,Katholischer Theologe + Humanist,Deutschland
254,101016603,"Gramann, Johann",Männlich,1487-07-05,1541-04-29,Theologe + Evangelischer Theologe + Reformator + Pfarrer + Hofprediger + Kirchenlieddichter + Gymnasiallehrer + Rektor,Deutschland
255,101044011,"Schedel, Hermann",Männlich,1410,1485,Arzt + Humanist,Deutschland
256,101044127,"Altswert, Meister",Unbekannt,,,Schriftsteller + Minnesänger,
257,101046189,"Bruck-Angermundt, Jacob von",Unbekannt,1580,1623,Schriftsteller + Jurist + Humanist,Polen
258,101088906,"Neithart, Hans",Unbekannt,,,Politiker + Übersetzer + Bürgermeister + Kommunalpolitiker,Deutschland
259,1011155311,"Krey, Franz",Unbekannt,1904,1997,Schriftsteller + Journalist,Deutschland
260,1011184621,"Albrecht, Lesch",Männlich,,1393,Ratsherr,Deutschland
261,10112970X,"Scheller, Karl",Männlich,1773,1843,Arzt,Deutschland
262,101135262,"Meding, Oskar",Männlich,1829-04-11,1903-07-11,Politiker + Schriftsteller + Beamter + Jurist,Deutschland
263,101138245,"Lütkemüller, Samuel Christian",Männlich,1769,1833,Schriftsteller + Evangelischer Theologe,Deutschland
264,101141769,"Meyer, Rahel",Weiblich,1806-03-11,1874-02-08,Schriftstellerin,Österreich + Deutschland
265,101145918,"Sydow, Wilhelmine von",Weiblich,1789-11-26,1867-06-25,Schriftstellerin,Deutschland
266,101146167,"Reichenbach, Moritz",Männlich,1804,1870,Schriftsteller,Deutschland
267,101147465,"Tschink, Cajetan",Unbekannt,1763,1813,Schriftsteller,Österreich
268,1011482371,"Schaefer, Camillo",Unbekannt,1943,,Schriftsteller + Publizist,Österreich
269,1011517035,"Zumpf, Peter",Unbekannt,1944-08-03,2003-12-24,Schriftsteller + Lyriker,Österreich
270,101152159,"Hoffmann, Hans",Männlich,1848-07-27,1909-07-12,Schriftsteller + Gymnasiallehrer,Deutschland
271,1011656140,"Frauendorfer, Helmuth",Männlich,1959-06-05,2024-12-02,Schriftsteller + Journalist + Redakteur,Deutschland + Rumänien
272,101167730X,"Obermüller, Hermann",Männlich,1946-12-17,,Schriftsteller + Lehrer,Österreich
273,1011755122,"Gisi, Lucas Marco",Männlich,1975,,Literaturwissenschaftler + Dozent,Schweiz
274,1011817411,"Bornmann, Christian",Männlich,1639-06-01,1714-05-20,Schriftsteller + Schulleiter + Bibliothekar,Deutschland
275,1011877090,"Hofbauer, Josef",Männlich,1886-01-20,1948-09-23,Schriftsteller + Journalist,Österreich + Deutschland
276,1011966131,"Ludwig, von Diesbach",Männlich,1400,1452-06-08,Kaufmann,Schweiz + Deutschland
277,101204760,"Laar, Clemens",Männlich,1906-08-15,1960-06-07,Schriftsteller,Deutschland
278,101205570,"Kulke, Eduard",Männlich,1831-05-28,1897-03-20,Schriftsteller + Kritiker + Schriftsteller + Musikkritiker,Tschechische Republik + Juden + Österreich + Deutschland
279,10121653X,"Bethusy-Huc, Valeska",Weiblich,1849-06-15,1926-05-27,Schriftstellerin + Erzählerin,Polen + Schweiz + Deutschland
280,101222548,"Stettenheim, Julius",Männlich,1831-11-02,1916-10-30,Schriftsteller + Journalist + Redakteur + Humorist + Schriftsteller,Deutschland
281,101223749,"Pol, Heinz",Männlich,1901-01-06,1972-10-13,Journalist + Schriftsteller + Filmkritiker,Frankreich + Tschechoslowakei + Deutschland + USA
282,101227353,"Steputat, Willy",Männlich,1868,1941,Schriftsteller + Jurist + Politiker,Deutschland
283,1012286932,"Meggle, Basilius",Männlich,1754-07-04,1830-01-30,Konventuale + Schriftsteller + Katholischer Theologe,Deutschland + Schweiz
284,1012303020,"Schnauffer, Carl Heinrich",Männlich,1823-07-04,1854-09-04,Kaufmann + Redakteur + Schriftsteller + Journalist,USA + Deutschland
285,101237189,"Otto IV., Brandenburg, Markgraf",Unbekannt,1238,1308,,Deutschland
286,1012397637,"Hessius, Tobias",Männlich,1558-01-31,1614-11-24,Arzt + Jurist + Evangelischer Theologe + Polyhistor,Deutschland
287,101239767X,"Rhodius, Theodor",Männlich,1575,1625-08-19,Schriftsteller,Deutschland
288,101240805,"Helbling, Seifried",Unbekannt,1240,1300,Fiktiver Autor + Literarische Gestalt + Fiktive Gestalt + Ritter,Österreich
289,101240872,"Werner, von Hohenberg",Männlich,1283,1320-03-21,Minnesänger,Schweiz
290,101241054,"Lauson, Johann Friedrich",Männlich,1727-10-15,1783-04-10,Schriftsteller + Lyriker + Lehrer + Jurist,Deutschland
291,101243715,"Babst, Diederich Georg",Männlich,1741-07-24,1800-04-21,Jurist + Notar + Schriftsteller + Mundartschriftsteller,Deutschland
292,101244371,"Kulmann, Elisabeth",Weiblich,1808-07-17,1825,Schriftstellerin + Lyrikerin,Russland + Deutschland
293,101244479,"Goldener, Der",Unbekannt,,,,Deutschland
294,101244665,Geltar,Unbekannt,,,Minnesänger,Deutschland + Österreich
295,10124469X,"Günther, von dem Forste",Unbekannt,,,,Deutschland
296,10124472X,Hawart,Unbekannt,,,Schriftsteller,Land unbekannt
297,101244789,"Heinzelin, von Konstanz",Unbekannt,,,Schriftsteller,
298,101244827,Kelin,Unbekannt,,,,Deutschland
299,101244908,"Leuthold, von Seven",Unbekannt,,,Minnesänger,Deutschland
300,101244959,"Püller, Der",Unbekannt,1262,1315,Minnesänger,
301,101244983,"Reinmar, von Brennenburg",Männlich,,,,Deutschland
302,101245009,"Riedenburg, Burggraf von",Männlich,,,Minnesänger + Schriftsteller + Musiker,Deutschland
303,101245041,"Regensburg, Burggraf von",Unbekannt,1100,1177-11-27,Minnesänger + Schriftsteller + Musiker,Deutschland
304,101245114,"Heinrich, der tugendhafte Schreiber",Männlich,,,Minnesänger,Europa
305,101246056,"Pellicer, Johann Georg",Unbekannt,1636,1682-06-04,Jurist + Schriftsteller,Deutschland
306,10125198X,"Schubart, Tobias Henrich",Männlich,1699,1747,Kirchenlieddichter + Prediger,Deutschland
307,101252072,"Janssen, Hinrich",Männlich,1697,1737,Landwirt + Lyriker,Deutschland
308,10125279X,"Schleifer, Matthias Leopold",Männlich,1771-03-09,1842-09-26,Schriftsteller + Lyriker + Beamter,Österreich
309,101256493,"Osterwald, Wilhelm",Männlich,1820-02-23,1887-03-25,Schriftsteller + Pädagoge + Freimaurer + Lyriker,Deutschland
310,101258461,"Brandenburg, Michael Christoph",Unbekannt,1694,1766-05-12,Theologe + Schriftsteller,Deutschland
311,10126304X,"Alexander, Württemberg, Graf",Männlich,1801-11-05,1844-07-07,Schriftsteller + Soldat + Offizier + Lyriker,Deutschland
312,101263503,"Sophia Eleonora, Braunschweig-Lüneburg, Herzogin",Weiblich,1674-03-05,1711-01-14,,Deutschland
313,101271948,"Hohenburg, Markgraf von",Unbekannt,,,,
314,101272170,"Jakob, von Warte",Unbekannt,,1331,Minnesänger,Schweiz
315,101272227,"Hardegger, Der",Unbekannt,,,,Deutschland
316,10127226X,"Heinrich, von Sax",Männlich,1194,1274,Minnesänger,Deutschland
317,101272367,"Kraft, von Toggenburg",Unbekannt,,,,Deutschland
318,101272375,"Rumelant, von Sachsen",Männlich,,,Schriftsteller,Deutschland
319,101272391,Höllefeuer,Unbekannt,,,,Deutschland
320,101272413,"Schulmeister, von Esslingen",Männlich,,1289,Spruchdichter,Deutschland
321,1012772160,"Gravinus, Andreas",Männlich,1559,1629,Pfarrer + Evangelischer Theologe + Schriftsteller,Deutschland
322,1012809900,"Weber, Hasko",Männlich,1963-12-10,,Theaterintendant + Schauspieler + Theaterregisseur + Regisseur + Schauspieler,Deutschland
323,1012943356,"Pacheco, Cristina",Weiblich,1941,2023,Journalistin + Schriftstellerin,Mexiko
324,1012954684,"Moers, Hermann",Männlich,1930-01-31,,Schriftsteller,Deutschland
325,1013160223,"Held, Franz",Unbekannt,,,Rechtsanwalt,Deutschland
326,1013609662,"Seel, Daniela",Weiblich,1974,,Verlegerin + Schriftstellerin + Lyrikerin + Übersetzerin + Herausgeberin,Deutschland
327,101363184,"Mosenthal, Salomon Hermann von",Männlich,1821-01-14,1877-02-17,Schriftsteller + Librettist + Liederdichter + Dramatiker + Bibliothekar,Deutschland + Juden + Österreich
328,1013755855,"Kuhn, Wolfgang",Männlich,1928-05-02,2001-01-31,Biologe + Hochschullehrer + Autor,Deutschland
329,1013915976,"Hückstädt, Hauke",Männlich,1969-08-20,,Herausgeber + Schriftsteller + Lyriker + Übersetzer + Literaturkritiker,Deutschland
330,1013974565,"Springer, Michael",Männlich,,,Kameramann,Land unbekannt
331,101416016,"Friedrich Christian II., Schleswig-Holstein-Sonderburg-Augustenburg, Herzog",Männlich,1765-09-28,1814-06-14,,Deutschland
332,1014349664,"Vogel, Johann",Männlich,1589-09-05,1663-03-08,Schriftsteller + Gymnasiallehrer + Rektor,Deutschland
333,101471920,"Georg, Preußen, Prinz",Männlich,1826,1902,Schriftsteller,Deutschland
334,101482663,"Laube, Samuel Gottlieb",Männlich,1781,,Übersetzer,Deutschland
335,1015324681,"Wokalek, Marie",Unbekannt,1980,,Philologin,Deutschland
336,1015336876,"Schneider, Hermann",Männlich,1901-07-14,1973-01-30,Schriftsteller + Dramatiker + Redakteur + Schriftsteller,Deutschland + Schweiz
337,1015361978,"Jansen, Werner",Männlich,,,Soldat + Führer,Deutschland
338,1015540678,"Krien, Daniela",Weiblich,1975-08-15,,Schriftstellerin + Schriftstellerin + Drehbuchautorin,Deutschland
339,1015710166,"Cole, Teju",Männlich,1975,,Schriftsteller + Kunsthistoriker + Fotograf,USA + Nigeria
340,1015713920,"Brückner, Johann Jakob",Männlich,1762,1811,Notar + Rechtsanwalt,Deutschland
341,1016386486,"Baum, Antonia",Weiblich,1984,,Schriftstellerin + Journalistin,Deutschland
342,101675372,"Mautz, Kurt",Männlich,1911,2000,Schriftsteller + Literaturwissenschaftler + Lehrer,Deutschland
343,1016970005,"Schäffer, Johann Christian Heinrich",Männlich,1753,1833-02-02,Schauspieler + Schauspieler + Schriftsteller + Buchhändler,Deutschland
344,1016979274,"Rothmann, Kurt",Unbekannt,1936-09-27,,Literaturwissenschaftler + Germanist,Deutschland
345,101708122,"Hirschfeld, Georg",Männlich,1873-02-11,1942-01-17,Schriftsteller + Dramatiker + Schriftsteller,Deutschland + Juden
346,101737404X,"Hoprich, Georg",Männlich,1938,1969,Schriftsteller + Lyriker,Rumänien
347,1017550182,"Kollek, Caren",Unbekannt,,,Literaturwissenschaftlerin,
348,101761023,"Orth, Zacharias",Unbekannt,1535,1579-08-02,Philologe + Hochschullehrer + Schriftsteller + Historiker,Deutschland
349,1017906424,"Mangold, Christoph",Männlich,1939-03-17,2014-01-19,Schriftsteller + Journalist + Lektor <Verlag> + Literaturkritiker,Schweiz
350,1017993297,"Pijet, Georg W.",Männlich,1907-02-14,1988-07-16,Schriftsteller + Journalist + Kinderbuchautor + Schriftsteller + Redakteur,Deutschland
351,1018231447,"Wichert, Ernst",Männlich,,,Jurist + Staatssekretär,Deutschland
352,1018480358,"Röhler, Hans-Joachim",Männlich,1934-03-26,2022-01-07,Jurist + Staatssekretär,Deutschland
353,1018618406,"Segesser von Brunegg, Philipp Anton",Unbekannt,1738,1820,Landvogt,Schweiz
354,1018697667,"Ferolli, Beatrice",Weiblich,1932-09-18,,Schauspielerin + Schriftstellerin + Dramatikerin + Schauspielerin,Deutschland + Österreich
355,1019267828,"Löwenthal, Max von",Männlich,1799-04-07,1872-07-12,Schriftsteller + Beamter + Schriftsteller,Deutschland + Österreich
356,1019345594,"Geissbühler, Rolf",Männlich,1941-03-01,2010-12-25,Schriftsteller,Schweiz
357,1019509430,"Grjasnowa, Olga",Weiblich,1984-11-14,,Schriftstellerin + Hochschullehrerin,Österreich + Aserbaidschan + Deutschland
358,1019606258,"Riederer, Hartmut",Männlich,1942-07-11,2025-05,Schriftsteller + Schauspieler + Maler,Deutschland
359,1019670193,"Schmidt, Thomas",Männlich,1963,,Germanist,Deutschland
360,1019908408,"Hofacker, Ernst",Männlich,1957,,Musikjournalist + Sozialpädagoge + Autor,Deutschland
361,1020029498,"Wittich, Manfred",Männlich,1851-02-05,1902-07-09,Schriftsteller + Journalist + Literarhistoriker,Deutschland
362,1020106344,"Athey, Ron",Männlich,1961,,Künstler + Performancekünstler + Aktionskünstler + Schauspieler,USA
363,1020241012,"Grabner, Hasso",Männlich,1911-10-21,1976-04-03,Schriftsteller + Drehbuchautor + Antifaschist + Funktionär + Schriftsteller,Deutschland
364,102032600X,"Spitzel, Gottlieb",Unbekannt,1615,1645,Diener,Deutschland
365,1020382430,"Freyer, Paul Herbert",Männlich,1920-11-04,1983-08-13,Autor + Dramaturg + Dramatiker + Dramaturg,Deutschland
366,1020385138,"Beltracchi, Wolfgang",Männlich,1951,,Maler + Künstler,Deutschland
367,1020480416,"Hempel, Christian Gottlob",Männlich,1748-11,1824-02-11,Dramatiker + Privatgelehrter + Dramatiker,Deutschland
368,102064818X,"Pohland, Hansjürgen",Männlich,1934-12-04,2014-05-17,Filmregisseur + Drehbuchautor + Filmproduzent + Regisseur,Deutschland
369,102069344,"Tunicius, Anton",Männlich,1470,1552-06-27,,Deutschland
370,1020897465,"Grevet, Yves",Männlich,1961,,Jugendbuchautor + Lehrer,Frankreich
371,1021175439,"Stoll, Heinrich Alexander",Männlich,1910-12-08,1977-03-04,Schriftsteller + Evangelischer Theologe + Kunsthistoriker + Archäologe,Deutschland
372,102121982,"Steinbrüchel, Johann Jacob",Männlich,1729-05-23,1796-03-23,Philologe + Theologe + Hochschullehrer,Deutschland + Schweiz
373,102157774,"Langen, Rudolf von",Männlich,1438,1519,Domkapitular + Kanoniker + Humanist,Deutschland
374,102182094,"Assing, David Assur",Männlich,1787-12-12,1842-04-25,Schriftsteller + Arzt,Deutschland + Juden
375,10218299X,"Lavant, Rudolf",Männlich,1844-11-30,1915-12-06,Schriftsteller + Prokurist,Deutschland
376,102183104,"Loewenthal, Erich",Unbekannt,1895,1944,Philologe,Deutschland
377,1021834920,"Albert, Michael",Männlich,1970,,Arzt,Deutschland
378,1021931748,"Wyss, Hedi",Weiblich,1940-10-17,,Journalistin + Schriftstellerin + Lehrerin + Redakteurin + Übersetzerin,Schweiz
379,1022083848,"Kraus, Dagmara",Weiblich,1981,,Schriftstellerin + Übersetzerin + Lyrikerin,Deutschland + Polen + Frankreich
380,1022270079,"Schmidt, Jochen",Männlich,,,Wirtschaftswissenschaftler,Deutschland
